chr1	1351409	1355415	MSTRG.1132.1	1000	+
chr1	8894194	8894413	MSTRG.1244.1	1000	+
chr1	10373586	10399157	MSTRG.1272.1	1000	-
chr1	10400457	10417054	MSTRG.1275.1	1000	-
chr1	15788361	15800375	MSTRG.1339.1	1000	-
chr1	15788361	15800332	MSTRG.1339.2	1000	-
chr1	15788362	15800375	MSTRG.1339.3	1000	-
chr1	15788761	15800365	MSTRG.1339.4	1000	-
chr1	15788761	15800365	MSTRG.1339.5	1000	-
chr1	15791369	15800365	MSTRG.1339.6	1000	-
chr1	15791800	15800332	MSTRG.1339.7	1000	-
chr1	20486418	20486741	MSTRG.1424.1	1000	-
chr1	21431468	21431860	MSTRG.1442.1	1000	+
chr1	23310426	23318582	MSTRG.1473.1	1000	+
chr1	23692622	23696412	MSTRG.1480.1	1000	-
chr1	24842966	24843331	MSTRG.1506.1	1000	-
chr1	26475306	26475540	MSTRG.1543.1	1000	-
chr1	28543610	28544238	MSTRG.1597.1	1000	+
chr1	29148679	29149038	MSTRG.1615.1	1000	+
chr1	31155066	31156056	MSTRG.1626.1	1000	+
chr1	31725211	31725429	MSTRG.1638.1	1000	-
chr1	32197047	32197393	MSTRG.1654.1	1000	-
chr1	35184286	35184578	MSTRG.1706.1	1000	+
chr1	41433180	41464875	MSTRG.1812.1	1000	+
chr1	45582226	45582670	MSTRG.1904.1	1000	-
chr1	45602266	45607883	MSTRG.1906.1	1000	-
chr1	47374827	47376936	MSTRG.1935.1	1000	-
chr1	50969604	50970109	MSTRG.1947.1	1000	-
chr1	61057686	61057907	MSTRG.2065.1	1000	-
chr1	65645090	65645329	MSTRG.2117.1	1000	-
chr1	70250378	70250937	MSTRG.2151.1	1000	-
chr1	70250378	70250937	MSTRG.2151.2	1000	-
chr1	75742960	75743239	MSTRG.2168.1	1000	-
chr1	89821397	89821893	MSTRG.2253.1	1000	-
chr1	90027604	90027944	MSTRG.2256.1	1000	-
chr1	93680260	93681198	MSTRG.2295.1	1000	+
chr1	93681834	93684630	MSTRG.2296.1	1000	+
chr1	93876350	93876751	MSTRG.2301.1	1000	+
chr1	96679259	96679630	MSTRG.2325.1	1000	+
chr1	108699407	108700085	MSTRG.2381.1	1000	-
chr1	113509375	113509991	MSTRG.2465.1	1000	-
chr1	113691144	113692720	MSTRG.2467.1	1000	+
chr1	117776739	117777876	MSTRG.2508.1	1000	-
chr1	145234471	145235740	MSTRG.2556.1	1000	+
chr1	148771859	148772168	MSTRG.2635.1	1000	-
chr1	149358052	149358490	MSTRG.2650.1	1000	+
chr1	149830775	149832525	MSTRG.2660.1	1000	-
chr1	150046095	150046611	MSTRG.2677.1	1000	-
chr1	150067207	150067751	MSTRG.2679.1	1000	-
chr1	150220372	150235852	MSTRG.2683.1	1000	+
chr1	150629546	150635762	MSTRG.2701.1	1000	+
chr1	151195903	151196189	MSTRG.2726.1	1000	-
chr1	153963654	153965697	MSTRG.2779.1	1000	+
chr1	153981676	153982039	MSTRG.2785.1	1000	+
chr1	161748419	161750288	MSTRG.2944.1	1000	-
chr1	163345689	163349057	MSTRG.2958.1	1000	-
chr1	165662885	165668997	MSTRG.2977.1	1000	+
chr1	168201025	168201262	MSTRG.3001.1	1000	-
chr1	174841900	174849355	MSTRG.3065.1	1000	-
chr1	183144222	183144499	MSTRG.3134.1	1000	-
chr1	186343391	186344400	MSTRG.3168.1	1000	+
chr1	200462684	200483627	MSTRG.3203.7	1000	-
chr1	205718368	205720641	MSTRG.3296.1	1000	+
chr1	205889974	205896079	MSTRG.3301.1	1000	+
chr1	205957922	205958395	MSTRG.3302.1	1000	+
chr1	211574420	211575018	MSTRG.3348.1	1000	+
chr1	211578848	211579266	MSTRG.3349.1	1000	-
chr1	215620265	215620557	MSTRG.3393.1	1000	-
chr1	219608478	219609018	MSTRG.3403.1	1000	-
chr1	223846082	223846675	MSTRG.3435.1	1000	+
chr1	227781911	227784455	MSTRG.3489.1	1000	+
chr1	228103390	228104712	MSTRG.3492.1	1000	+
chr1	228182766	228184411	MSTRG.3496.1	1000	+
chr1	228182773	228184407	MSTRG.3496.2	1000	+
chr1	228646626	228649967	MSTRG.3505.1	1000	+
chr1	234610284	234610990	MSTRG.3563.1	1000	-
chr1	235111725	235111994	MSTRG.3565.1	1000	+
chr1	242726891	242764400	MSTRG.3612.1	1000	-
chr1	242726891	242764391	MSTRG.3612.2	1000	-
chr1	244854246	244855952	MSTRG.3631.1	1000	+
chr1	244856752	244862726	MSTRG.3632.1	1000	+
chr1	244863738	244864052	MSTRG.3633.1	1000	+
chr1	247331796	247335293	MSTRG.3665.1	1000	+
chr10	1050255	1056729	MSTRG.3692.1	1000	-
chr10	1050255	1056729	MSTRG.3692.2	1000	-
chr10	27112110	27117725	MSTRG.3881.1	1000	+
chr10	28620465	28620789	MSTRG.3892.1	1000	-
chr10	29698239	29698539	MSTRG.3901.1	1000	+
chr10	32901393	32920306	MSTRG.3926.1	1000	+
chr10	32923724	32936020	MSTRG.3927.1	1000	+
chr10	36523073	36523420	MSTRG.3957.1	1000	+
chr10	38403193	38408936	MSTRG.3975.1	1000	+
chr10	46004370	46007579	MSTRG.4027.1	1000	+
chr10	46285103	46285986	MSTRG.4029.1	1000	+
chr10	46521442	46541504	MSTRG.4033.1	1000	-
chr10	46541648	46542841	MSTRG.4034.1	1000	+
chr10	46576772	46578729	MSTRG.4036.1	1000	-
chr10	47496538	47501537	MSTRG.4047.1	1000	-
chr10	47743704	47762625	MSTRG.4052.1	1000	+
chr10	47763235	47765215	MSTRG.4054.1	1000	+
chr10	47923795	47928246	MSTRG.4058.1	1000	+
chr10	48007228	48009129	MSTRG.4059.1	1000	-
chr10	50655861	50656608	MSTRG.4087.1	1000	-
chr10	50657147	50660401	MSTRG.4089.1	1000	-
chr10	56353474	56354970	MSTRG.4106.1	1000	-
chr10	67765100	67765396	MSTRG.4133.1	1000	+
chr10	68982677	68982950	MSTRG.4163.1	1000	-
chr10	69369240	69379961	MSTRG.4177.1	1000	-
chr10	70146394	70146632	MSTRG.4187.1	1000	+
chr10	71888619	71889129	MSTRG.4204.1	1000	-
chr10	73673722	73673972	MSTRG.4255.1	1000	-
chr10	73780650	73782010	MSTRG.4264.1	1000	-
chr10	74090048	74094400	MSTRG.4275.1	1000	-
chr10	79353790	79354078	MSTRG.4332.1	1000	-
chr10	88582915	88584223	MSTRG.4392.1	1000	+
chr10	92686354	92689718	MSTRG.4443.1	1000	-
chr10	101807772	101817835	MSTRG.4559.1	1000	+
chr10	102161040	102162220	MSTRG.4568.1	1000	-
chr10	102642722	102643345	MSTRG.4583.1	1000	+
chr10	103192518	103192974	MSTRG.4599.1	1000	+
chr10	103360655	103360919	MSTRG.4604.1	1000	-
chr10	103448213	103449431	MSTRG.4609.1	1000	+
chr10	103696708	103700139	MSTRG.4614.1	1000	+
chr10	114786655	114794149	MSTRG.4670.1	1000	+
chr10	114822537	114822924	MSTRG.4672.1	1000	-
chr10	119035846	119050690	MSTRG.4696.1	1000	+
chr10	119138482	119138812	MSTRG.4700.1	1000	-
chr10	125231687	125270472	MSTRG.4758.1	1000	+
chr10	125518869	125519124	MSTRG.4759.1	1000	-
chr10	133622567	133623332	MSTRG.4819.1	1000	+
chr11	392764	393067	MSTRG.4843.1	1000	-
chr11	8714831	8719488	MSTRG.5007.1	1000	+
chr11	8978841	8979445	MSTRG.5018.1	1000	+
chr11	9438248	9445336	MSTRG.5028.1	1000	-
chr11	10296346	10299255	MSTRG.5042.1	1000	-
chr11	10391820	10392276	MSTRG.5046.1	1000	-
chr11	12937745	12937956	MSTRG.5073.1	1000	-
chr11	16744630	16755588	MSTRG.5098.1	1000	-
chr11	16756909	16758316	MSTRG.5099.1	1000	+
chr11	18402981	18407635	MSTRG.5119.1	1000	-
chr11	19712843	19714928	MSTRG.5144.1	1000	-
chr11	23185466	23185855	MSTRG.5160.1	1000	-
chr11	23723636	23728000	MSTRG.5161.1	1000	-
chr11	29302304	29318338	MSTRG.5186.1	1000	-
chr11	35617904	35618310	MSTRG.5243.1	1000	+
chr11	35663338	35725933	MSTRG.5246.1	1000	-
chr11	35809808	35810046	MSTRG.5247.1	1000	-
chr11	43858657	43867246	MSTRG.5278.1	1000	+
chr11	44301321	44305224	MSTRG.5285.1	1000	+
chr11	45106527	45128498	MSTRG.5293.1	1000	-
chr11	57086196	57087490	MSTRG.5358.1	1000	-
chr11	59658913	59666916	MSTRG.5388.1	1000	+
chr11	61794189	61799100	MSTRG.5422.1	1000	-
chr11	62574018	62579187	MSTRG.5441.1	1000	+
chr11	64184737	64185702	MSTRG.5489.1	1000	-
chr11	65424588	65426419	MSTRG.5545.1	1000	-
chr11	65499614	65500004	MSTRG.5549.1	1000	-
chr11	65662997	65671705	MSTRG.5562.1	1000	+
chr11	65899464	65900136	MSTRG.5574.1	1000	+
chr11	66892393	66893570	MSTRG.5619.1	1000	+
chr11	66967334	66970151	MSTRG.5622.1	1000	+
chr11	67578622	67580089	MSTRG.5649.1	1000	+
chr11	72290973	72291341	MSTRG.5728.1	1000	-
chr11	73299611	73304993	MSTRG.5746.1	1000	+
chr11	73870242	73872165	MSTRG.5762.1	1000	-
chr11	86286260	86286757	MSTRG.5900.1	1000	+
chr11	86717543	86735875	MSTRG.5905.20	1000	-
chr11	90194168	90200181	MSTRG.5931.1	1000	-
chr11	90201520	90201933	MSTRG.5933.1	1000	+
chr11	102346774	102347148	MSTRG.5992.1	1000	-
chr11	102398253	102398587	MSTRG.5995.1	1000	+
chr11	108008703	108009309	MSTRG.6024.1	1000	-
chr11	110230192	110230608	MSTRG.6040.1	1000	+
chr11	117137679	117138163	MSTRG.6109.1	1000	-
chr11	122812517	122812838	MSTRG.6202.1	1000	-
chr11	123057719	123059171	MSTRG.6204.1	1000	+
chr11	126340885	126355548	MSTRG.6248.1	1000	-
chr12	1788943	1789299	MSTRG.6311.1	1000	-
chr12	4354916	4360031	MSTRG.6340.1	1000	+
chr12	6319495	6326318	MSTRG.6354.1	1000	-
chr12	6333762	6334226	MSTRG.6356.1	1000	+
chr12	6534533	6536965	MSTRG.6366.1	1000	-
chr12	6771786	6772291	MSTRG.6382.1	1000	+
